Geneid	rab.all	rab.win.CRC	rab.win.Healthy	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH	n_samples_with_counts	pct_total_reads	Chr	gene	product	organism	contrast
C7Y58_RS01095	2.23222065438072	3.20793624933123	0.989067276441175	-2.04440564191263	4.0654985138957	-0.429575759499387	0.279246798539563	0.0122468058422715	0.243941923493622	0.00235118735209164	0.0778710516581436	40	0.057803357004691	NZ_CP028101.1	secA	preprotein translocase subunit SecA	F. nucleatum	CRC vs Healthy
C7Y58_RS05580	1.11643566856531	2.99801493475518	0.0442857463175867	-2.71026671426876	4.6845317683093	-0.503296023261017	0.268321990326691	0.0162663512199221	0.244880406114406	0.00129876427258073	0.056098862036869	27	0.0706189502371699	NZ_CP028101.1		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	F. nucleatum	CRC vs Healthy
C7Y58_RS09440	1.80463312750081	3.21203729759095	0.741779566116273	-2.4206157484126	4.49106622625573	-0.464781357745914	0.281938329590216	0.0106591125155288	0.253444855324704	0.00276990969046877	0.0963573389699906	37	0.092298908765555	NZ_CP028101.1	rpsD	30S ribosomal protein S4	F. nucleatum	CRC vs Healthy
I6J55_RS12620	3.01572306295292	3.89737862391663	1.6519008635562	-2.11977684138435	4.10000265892585	-0.444093528532988	0.281938329590216	0.0121060460751398	0.254489592262352	0.00175099498380486	0.0790109682494941	45	0.0753249071054473	NZ_CP069563.1		RNA polymerase sigma factor	B. fragilis	CRC vs Healthy
C7Y58_RS00800	1.28483155028715	3.21142921699724	-0.0357718128748301	-2.81402565293216	4.74024003407495	-0.520874954617682	0.254407055611718	0.0158517742254598	0.278437418190789	0.000651558762567787	0.0420302631188217	27	0.0490869777738249	NZ_CP028101.1	rpsF	30S ribosomal protein S6	F. nucleatum	CRC vs Healthy
C7Y58_RS08380	1.093271257593	2.424530530224	-0.0653137810575419	-2.15817322907594	4.17077441236937	-0.456715973801782	0.268028850107768	0.0155602460027193	0.281189234811295	0.00180832030226961	0.0712351891072089	27	0.0216207641023691	NZ_CP028101.1	topA	type I DNA topoisomerase	F. nucleatum	CRC vs Healthy
C7Y58_RS04385	1.39808262277333	3.19205559453685	0.371790297872159	-3.12865481967371	5.62450857531715	-0.469212397008648	0.288746499231992	0.0149295627399055	0.282385287947455	0.00552958497558521	0.13936965857501	29	0.235401433659401	NZ_CP028101.1		adhesion protein FadA	F. nucleatum	CRC vs Healthy
C7Y58_RS00655	1.11058098823181	2.43561582907066	0.119132576823985	-2.15810848777129	4.35326971485464	-0.455513410373589	0.284741693559602	0.0195814587715001	0.290732821273707	0.00323216373075974	0.101750095245128	30	0.0487022140047205	NZ_CP028101.1	rpsE	30S ribosomal protein S5	F. nucleatum	CRC vs Healthy
I6J55_RS00230	4.0074431194478	4.73665063304093	2.71368767340795	-1.7149646616987	4.08363690472086	-0.385288282419689	0.296756110582914	0.0162706680251798	0.298154637875168	0.0035186913128466	0.120343646669326	55	0.170257967828717	NZ_CP069563.1		trypsin-like peptidase domain-containing protein	B. fragilis	CRC vs Healthy
C7Y58_RS05710	1.2121508789881	2.91069595762185	0.162884399188011	-2.4485421958886	4.87657252183089	-0.458317839102488	0.293151785474019	0.0192314237239826	0.301323581096212	0.00483662147078815	0.127775885673001	29	0.0407849595250713	NZ_CP028101.1		cold shock domain-containing protein	F. nucleatum	CRC vs Healthy
