# Pathway	La100_cat_Abundance	La101_cat_Abundance	La102_cat_Abundance	La103_cat_Abundance	La104_cat_Abundance	La105_cat_Abundance	La106_cat_Abundance	La107_cat_Abundance	La108_cat_Abundance	La109_cat_Abundance	La110_cat_Abundance	La111_cat_Abundance	La112_cat_Abundance	La113_cat_Abundance	La114_cat_Abundance	La115_cat_Abundance	La116_cat_Abundance	La117_cat_Abundance	La118_cat_Abundance	La119_cat_Abundance	La120_cat_Abundance	La121_cat_Abundance	La122_cat_Abundance	La123_cat_Abundance	La124_cat_Abundance	La34_cat_Abundance	La35_cat_Abundance	La36_cat_Abundance	La37_cat_Abundance	La38_cat_Abundance	La39_cat_Abundance	La40_cat_Abundance	La41_cat_Abundance	La42_cat_Abundance	La43_cat_Abundance	La44_cat_Abundance	La46_cat_Abundance	La47_cat_Abundance	La48_cat_Abundance	La49_cat_Abundance	La51_cat_Abundance	La52_cat_Abundance	La53_cat_Abundance	La55_cat_Abundance	La56_cat_Abundance	La57_cat_Abundance	La58_cat_Abundance	La59_cat_Abundance	La60_cat_Abundance	La61_cat_Abundance	La62_cat_Abundance	La63_cat_Abundance	La64_cat_Abundance	La65_cat_Abundance	La66_cat_Abundance	La67_cat_Abundance	La69_cat_Abundance	La70_cat_Abundance	La74_cat_Abundance	La75_cat_Abundance	La76_cat_Abundance	La78_cat_Abundance	La79_cat_Abundance	La80_cat_Abundance	La81_cat_Abundance	La82_cat_Abundance	La83_cat_Abundance	La84_cat_Abundance	La85_cat_Abundance	La86_cat_Abundance	La87_cat_Abundance	La88_cat_Abundance	La90_cat_Abundance	La91_cat_Abundance	La92_cat_Abundance	La93_cat_Abundance	La94_cat_Abundance	La95_cat_Abundance	La96_cat_Abundance	La97_cat_Abundance	La99_cat_Abundance	Lasse20_cat_Abundance	Lasse25_cat_Abundance	Lasse9_cat_Abundance
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	54.2042376945	0	0	34.5300397133	0	130.4490314446	2800.2649223929	55.9205732019	52.5249352816	52.7830462532	1668.3262354071	87.3761381137	458.4527560135	7.4563702229	0	0	6.1756734497	90.1438962258	90.1641808521	0	0	37.2375504834	32.5349533917	9.6438481599	63.7088889608	71.7564434309	0	0	22.0676401797	7.2876249543	148.8144983976	74.2278075965	57.1283972369	67.2148132522	25.5578407762	67.2282716172	133.2368799945	14.9698368433	12.6983882083	27.0919574623	14.1399409784	26.3190102666	0	28.1653913209	59.8724837284	46.8790906847	20.0885966792	40.7979872116	14.0377952991	19.6802972825	0	0	0	521.4668574771	0	32.2077317092	0	1174.0200842928	58.0561356681	43.2838905945	273.2692071892	0	0	125.6343036726	0	0	68.4019830497	10.3530458552	56.0416911609	0	0	0	0	6.5662137847	10.7289604741	0	0	7.7478721847	2691.2090236971	200.6830549188	70.4915718783	9.5193637076	0	23.6414406220
COA-PWY: coenzyme A biosynthesis I (prokaryotic)	60.3305005791	6.3963776944	0	179.8523946428	32.2031933458	206.6238349060	2683.8181601512	93.0351699365	75.4582771010	54.5579161924	2055.9159821944	88.5346429639	458.6668419492	7.4886557240	13.3879047302	9.9709608252	14.1755366163	107.0337663277	96.6853172892	0	0	40.6522530644	100.0068493845	19.1174752665	62.3829416744	69.4737167323	0	0	26.4873073058	20.5912125525	167.6615236487	72.5028889592	63.1516736234	70.7418949144	21.4726164057	67.2755403984	256.8165859631	38.3358172996	15.0762624938	77.3467313433	32.5752870062	23.9070584006	7.4730814693	42.8199148585	74.3334103715	69.4492622742	17.9178121242	54.2014442958	35.8124590848	39.7292961989	0	0	17.0161153122	690.8033461305	0	28.1685172535	6.3057298494	1708.0453676838	63.6521058909	88.4331800495	276.5877296131	13.2490849026	0	142.9198133250	0	0	78.0226547198	23.5410217172	83.4569985242	0	0	0	0	8.0830976958	26.2670902858	0	0	6.6863299680	5014.8161097248	252.2415268412	66.9674294890	20.5236168752	73.2353422365	79.7579962493
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I	53.9703581758	0	0	7.1297007355	0	167.8468619560	570.7655289555	6.3679480451	52.2850818979	22.6668186019	441.9410003368	0	45.1927366344	0	0	0	0	24.8028695809	12.8340628900	35.7444696905	11.3442394554	11.3176192604	25.9079556943	0	0	0	0	0	0	0	34.1540933752	86.7057448265	67.3681272768	39.6860394466	42.3443017048	41.1615526133	12.6590188568	42.3609350821	13.1764906970	16.8415564903	0	0	0	24.7696764670	13.9576634903	43.4838558236	0	17.2455602255	0	9.6282740733	0	0	0	405.1349956249	0	17.9454255637	0	136.6863896753	40.6178118184	49.5240234469	87.9588819113	0	0	16.8114035218	0	0	0	0	22.8604433163	30.7998072828	0	0	0	22.1647963331	9.1167437627	0	0	15.3238431488	639.7428637227	65.2488848125	20.3810359641	0	0	0
COLANSYN-PWY: colanic acid building blocks biosynthesis	30.0961286163	0	0	0	0	0	1272.9457309833	48.0672002098	31.2142457665	0	667.3184421288	54.3730394451	118.8021847644	14.5192991841	0	0	0	102.5544647112	14.6735670281	0	29.5065309947	0	75.2979960055	0	34.0301363765	22.4159260111	0	28.2395835885	26.8022190288	0	67.8913755942	35.0017297158	58.7890994460	57.8095081200	71.3978346224	36.2740906085	34.9514052465	62.1309230271	37.0403970146	26.5036887636	45.0326224288	29.8174442079	0	20.4390580845	35.9172718684	197.1484066774	35.1688592634	37.8068414193	0	0	0	0	0	250.0589279245	0	41.6662915103	0	361.5793066736	27.0928999075	92.7265876233	333.4483263285	0	0	84.7811558505	0	0	13.6375566186	9.5071755907	74.9291265549	21.9027756374	0	0	0	0	0	0	0	0	1951.0547373519	78.3296334620	78.1231863715	0	0	33.0131222069
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	29.6687767923	0	0	48.7639642108	0	200.4107031621	1393.2207292332	59.7371792803	69.1675437850	0	1276.6508628747	48.9638653613	122.8689727904	0	0	0	0	92.8955110570	103.1615201014	0	0	15.4040009322	71.3009642328	0	20.2141567268	13.2092574442	0	22.1056341053	26.2982327568	0	128.2864005662	59.1710994286	87.7877035220	53.1168510774	51.8211447456	27.4357711693	119.8385456985	58.0421421242	0	25.7788927584	0	27.8975153953	0	26.3222685629	0	151.8616227497	13.2737632739	34.7899952991	0	0	0	0	0	331.8353963067	0	35.7076304329	0	333.0627277666	32.5232549648	48.9444480479	249.7578739032	0	18.0132348316	85.7226386518	0	0	52.9172170357	16.1159489334	38.2140562592	18.4596229636	0	11.0950133849	0	0	0	0	0	0	2706.6549306424	98.1776047730	40.7459389854	0	0	19.9173256103
DAPLYSINESYN-PWY: L-lysine biosynthesis I	0	0	0	0	0	196.4981079785	1286.8726769999	87.2692448440	66.6605425890	43.8031354209	266.1884389854	61.2497136041	0	0	0	0	0	112.6391904324	79.2743974048	0	0	0	36.4561265164	0	31.7106150617	51.5376479352	0	0	11.3924118562	0	78.5969498011	49.6163014412	116.9127348738	52.3283355328	75.4742186122	27.1896375908	70.9281014259	41.5555289563	0	13.9470511813	15.4010616245	24.5737467966	0	0	24.0548553208	153.5531537565	24.7254149849	42.8476490635	0	34.8365766043	0	0	0	119.2354764579	0	0	0	43.5579690468	33.7948728566	51.9711751631	99.5773249502	0	0	30.2720563840	0	0	61.0326904877	0	58.4491647348	19.1242126822	0	0	0	0	0	0	0	0	81.0365239938	0	35.1642683326	0	0	0
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	0	0	0	0	0	0	297.7563887661	0	0	0	82.5069323183	0	0	0	0	0	0	104.2812097650	0	0	0	0	0	0	0	0	0	0	0	0	114.4165886608	0	153.7763515541	0	0	0	0	0	0	0	0	0	0	0	0	114.3109615933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.6836034072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	96.7113501753	0	0	197.9676265346	10.1998053544	189.3140222574	3638.4493638506	119.9130499833	63.8800247143	69.4669184067	2155.3807785548	113.5700991931	627.0857327589	32.7563740062	57.4838922261	27.0639183268	15.7103359641	166.5425736347	141.0133235056	17.3910819440	76.3911832033	23.6887738261	115.0562492683	22.7151227401	146.6062863506	93.3521340978	19.1875716420	15.0546232042	5.9482419709	33.4488177285	285.4096588279	168.4473687545	49.0275404606	18.8828799912	184.4757362459	138.7070777363	122.9344446888	78.3785186561	53.9996509074	55.5374568413	31.7030814405	56.6811246326	0	148.3845444034	63.2742120456	19.3603804212	56.4902834601	136.5221764744	36.7499758171	25.2093585230	0	7.3240311160	6.9212464179	721.2186778651	0	36.6366263261	0	953.8784175731	33.8425451945	101.1960638472	417.6490369711	9.6863029478	20.5537227567	124.6357206233	0	12.5852452096	97.7342657767	21.3801819843	53.3796921209	10.4869098887	8.2351068741	18.4094373106	16.5691757307	18.7507060413	14.5533099208	9.2264289250	26.8051971480	22.0314133814	4006.4932511101	317.1007420321	172.1148144626	25.8269016320	39.8033304385	9.2599539384
ECASYN-PWY: enterobacterial common antigen biosynthesis	0	0	0	0	0	0	55.0062400226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.6800705520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAO-PWY: fatty acid &beta;-oxidation I (generic)	0	0	0	0	0	0	0	0	0	0	24.7132579715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.6184577259	0	0	0	0	0	0	0	0	0	12.4021496365	0	0	0	15.4688123951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.0831626668	0	0	0	25.7806964339	0	0	0	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated	77.1122019490	90.4543346663	106.1294846704	20.3715711823	0	399.2867891359	4652.6128942647	224.5496255515	288.6422264514	22.5385845620	2269.0893715575	65.3451514124	19.8140030531	0	27.1547991689	0	0	213.5358799265	127.7210914531	0	0	107.2254427788	244.5302234928	0	0	0	0	0	100.7818481966	21.6767318450	21.1506852750	0	437.7242356206	44.5723935610	34.4942390766	16.9154856790	0	31.3705433015	68.0282372457	16.5857156883	17.6602312763	0	31.9713235261	0	81.6997034722	1003.2137299441	79.8606406624	15.4784919122	26.0556657151	53.3605659084	0	0	0	504.6191230390	0	24.9426116318	15.6675577908	34.0498469092	19.0651962913	107.9619437694	35.2710631037	38.8556628257	23.4167339806	375.3796006240	0	23.8542191989	76.2856390829	15.9320968058	91.1192232713	40.9187357418	0	55.7846008466	14.2184552010	19.4922660058	19.1210380538	0	0	0	274.3997546448	326.6932070748	106.6042737247	0	23.5219888521	17.5708036709
FERMENTATION-PWY: mixed acid fermentation	64.4998602642	0	0	23.2590242178	0	21.6024162358	297.9671623652	27.6378926636	68.2462937401	22.2240806717	70.0095232983	51.3193178659	47.1586706152	51.8570483997	55.6034279690	0	0	131.6531380080	16.3649097391	0	0	0	0	0	111.9117865976	0	0	0	29.6945656078	0	0	0	116.1347943747	0	40.8793985487	0	143.9181819985	71.1059068593	0	0	0	0	0	0	0	176.7972270289	46.3149132408	9.9211433961	0	0	11.7953234062	0	23.2662877765	223.2190061717	0	0	0	368.4273629540	0	0	1023.0616620864	0	0	43.8471074181	0	0	23.7923497246	45.2682659256	0	0	18.4386384850	0	0	0	0	0	23.0987242829	0	197.4065614555	0	32.5329303155	0	0	0
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	0	0	0	0	0	0	487.9836336463	0	0	0	226.0608075438	0	0	0	0	0	0	9.1626966731	0	0	0	0	0	0	13.2112773813	0	0	0	0	0	0	23.4548919926	54.1583576848	0	0	0	0	29.2226071990	9.1320652974	0	0	0	0	0	19.1077547082	92.2437600512	0	0	0	0	0	0	0	121.4971390143	0	0	0	0	0	0	27.5528310414	0	0	0	0	0	25.0084151974	0	34.2819079706	0	0	0	0	0	0	0	0	0	134.8651407783	0	0	0	0	0
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	0	0	0	0	0	0	71.0284227065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.1818428503	0	0	0	0	0	0	12.4514683556	0	0	0	0	0	0	0	0	34.2668816745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.2971835415	0	0	0	0	0
FUCCAT-PWY: fucose degradation	0	16.5977701716	0	31.9343397924	0	0	207.2208361304	4.2878176239	0	0	21.0373496657	0	61.1276753454	24.0451345973	13.9848868843	0	0	188.9624110245	84.2046486459	12.6275785501	0	0	0	7.1347692453	0	0	0	0	0	0	38.2179917695	0	33.8054342199	0	64.2585981741	17.5101316375	0	29.2032240927	0	0	34.6865308802	8.6824713217	0	0	14.5074720308	26.8107944610	0	0	0	0	0	0	0	19.8792159532	0	11.0318182687	0	44.7115899303	0	46.1777016144	27.7938628893	7.0297017221	0	15.8451013894	0	0	0	0	29.1501707808	0	0	0	0	0	0	0	0	0	100.7359480013	0	0	0	0	0
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	0	0	0	0	0	0	49.0414429785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.0971270788	0	0	0	0	0	0	19.6307475800	0	0	0	0	0	0	0	12.6249633345	0	0	0	0	0	0	0	22.0610543186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145.7942246006	0	0	0	0	0
GALACTARDEG-PWY: D-galactarate degradation I	20.3120232690	0	0	0	0	0	0	6.8933713866	0	0	0	0	0	0	0	17.1810446705	0	42.2746788032	0	0	0	14.9394240447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.9928115018	39.8037564327	28.8416229155	12.4251323193	0	0	0	10.6945238565	28.7734699288	0	0	0	18.6932367048	0	20.5390099209	0	46.4326850253	3.2076121782	0	0	0	0	0	29.9071758169	0	0	0	0	0	0	0	20.8420904131	0	0	0	0	0	0	0	17.9590862408	0	0	0	0	0	0	0
GALACTITOLCAT-PWY: galactitol degradation	15.3941403199	0	0	0	12.6125173057	0	0	13.3648535855	0	0	0	19.8407565328	0	0	16.8412652102	0	0	18.3010901449	0	0	0	14.8665415292	31.6107376325	0	0	0	0	0	0	0	0	0	0	0	8.9053720266	8.8399222269	0	96.2325999817	17.8772246471	0	17.7468056306	0	0	0	0	0	0	0	0	0	0	7.6432494350	0	86.1584706449	0	0	0	0	13.7074628412	0	0	14.9147678258	0	0	0	0	0	0	82.3025817909	31.7225069711	11.7487377165	0	0	0	0	0	15.2124442538	0	0	0	13.1348061311	0	0	0
GALACTUROCAT-PWY: D-galacturonate degradation I	0	0	0	0	0	0	334.5532862486	0	0	0	52.8456868442	0	57.8667558356	0	0	0	0	29.8923134761	12.1602544455	0	0	0	0	0	8.7751740185	0	0	0	0	0	70.6260180944	116.0566723379	57.6421941668	0	43.6218289095	16.9211591588	82.4195007638	41.5437760560	0	39.6662304246	9.3028013482	0	0	14.0042995238	51.5958688440	11.7545817550	12.3974525096	22.9762806586	19.1686170693	16.0339523771	0	0	8.3719871189	377.9986691288	0	8.9665678886	0	14.6477124824	0	15.8447483640	0	0	0	4.8735512175	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1758023452	478.1524166453	16.8470083782	39.3109947986	0	0	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	28.9411621481	37.7111249782	0	78.5011313821	0	0	963.9914097381	26.0764463378	20.3955721502	0	787.8337375981	81.2879676669	183.9501167822	0	11.1926145332	0	17.7067227929	3.0091432123	0	13.4689523601	0	14.2433488672	53.4076651147	0	37.1153511585	0	0	0	0	0	111.9543229901	53.8382159588	47.0375952528	0	85.6856999033	24.2540275019	10.6117451481	11.0606316356	0	42.1945550245	24.3346635877	11.9768821538	12.0954376835	15.7708689886	34.3540328361	96.5627447669	29.7925352939	0	0	0	0	0	9.5576573028	146.7001203703	0	45.9243317439	0	274.1806126671	9.3600131997	102.3465873086	278.9989518351	16.4346347123	8.0147247228	76.3009257018	0	0	53.9877125737	0	28.8808701255	47.5888752080	10.0842781197	0	0	15.0469817031	21.4151954323	10.3086898395	0	17.4470675377	2105.5542137742	0	0	0	0	9.0535781898
GLUCARDEG-PWY: D-glucarate degradation I	15.1176460497	0	0	0	0	0	0	0	0	0	9.7650336709	0	0	0	0	10.2471388120	0	16.5786440981	0	0	0	14.7959726710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.2682429903	38.0669032587	4.7082995048	9.9091048715	0	0	0	31.4628677451	15.0637557997	0	0	0	12.4566729700	0	0	0	43.1684547241	0	0	0	16.1295725459	0	0	17.5381545364	0	0	0	0	0	0	0	13.8815822818	0	0	0	0	0	0	0	17.0382229485	0	0	0	0	0	0	0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	20.3120232690	0	0	0	0	0	0	6.8933713866	0	0	0	0	0	0	0	17.1810446705	0	42.2746788032	0	0	0	14.9394240447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.9928115018	39.8037564327	28.8416229155	12.4251323193	0	0	0	10.6945238565	28.7734699288	0	0	0	18.6932367048	0	20.5390099209	0	46.4326850253	3.2076121782	0	0	0	0	0	29.9071758169	0	0	0	0	0	0	0	20.8420904131	0	0	0	0	0	0	0	17.9590862408	0	0	0	0	0	0	0
GLUCONEO-PWY: gluconeogenesis I	202.6601807313	0	0	382.3890834421	56.3664490453	266.4293099389	3144.9903764626	388.6302672144	177.4960797428	218.6571285522	3215.4746096552	111.6563453135	879.6684956148	77.6018663294	111.5341020396	41.1907786215	53.2961720834	467.2105040473	373.4243578524	66.2028864838	0	0	195.9053836914	56.9175938886	151.9374058339	122.3972902217	30.1867609667	74.9129127609	0	32.9115016870	1036.1572292391	116.3358304468	87.9300345527	136.5479837358	585.5725030511	142.6842663092	561.9040184779	113.4341754901	82.1159012068	156.7557093007	63.3536029310	187.1012457096	20.4410654273	206.2395154008	446.9244122486	296.0012746367	94.0857284673	358.8996315775	136.8083397158	125.9814016728	27.1164297119	0	19.8868426904	1189.7676093378	0	351.5526780935	35.1496373973	2317.9911697298	32.6384093192	376.4326998311	1043.7644155661	40.1919799719	0	370.4659099923	10.9730487362	0	124.0985365619	122.7753925757	574.5201325557	93.3947298888	22.5496328670	47.0688203126	0	0	55.4225391767	26.3369713895	56.8103188938	0	6746.8307227712	313.6600410497	262.7564881556	0	36.9609838614	25.2980560849
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	43.0131617401	44.7797816219	0	0	72.7454509892	89.9174154545	1834.7157599995	224.0058722481	130.0992196782	0	1042.7711132061	155.8763942474	0	0	131.7496041243	12.5385179030	38.4217975822	482.4721939422	405.0006713601	0	107.9104214216	44.3800785597	152.5134403979	0	72.3157222612	169.9747863594	0	0	0	26.0578589304	1206.9864251503	203.0373678477	221.4432393646	0	1052.1799153351	83.6868182787	0	168.7387329053	36.6213301806	87.7591344507	60.6807430113	80.9919917264	0	121.1220999491	230.9298385397	514.0846832733	0	189.1998522194	0	90.1775118733	35.9028814276	15.1121256510	0	726.1313256471	11.2788414335	0	0	0	108.1582094483	580.9141465033	560.4272090492	17.9113100499	25.9348952991	125.3521225436	0	0	94.3902069930	42.9979835881	338.1648303408	32.6873962535	12.4317651501	32.7330412957	9.0253079738	0	22.7888823205	0	10.3601249112	9.0815664595	3196.7495330803	142.2835353523	97.2860833719	0	0	0
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	17.5949862802	0	0	0	0	0	389.0207371611	0	0	0	20.9587270042	45.5710683926	96.2875177386	8.7341313881	24.9034369655	0	0	39.3013727502	15.1435094291	0	0	12.4240279962	0	0	0	0	0	0	0	0	85.0582218883	62.7124233133	0	0	92.3788837977	11.7543258210	0	51.2091877276	0	0	12.1215142002	24.8460901473	0	22.3219811811	40.1699139409	16.1938006103	17.0130797355	26.6146714962	0	0	0	0	0	203.4769237749	0	0	0	14.6450875576	0	37.8201910523	16.7489626845	0	0	6.4289941487	0	0	0	0	0	0	0	0	9.0341681909	0	0	0	0	24.1862310711	301.3099278127	0	51.1677616350	0	0	0
GLUDEG-I-PWY: GABA shunt	0	10.1586464879	0	0	0	0	16.7028819698	0	0	13.1995538998	26.1126324848	0	32.9268665772	0	0	9.9965444458	0	31.4485283233	0	0	0	14.8290880779	32.5861185793	0	0	0	0	0	0	0	0	11.7746003208	5.7719692395	9.4468612708	7.2451237510	15.9114810038	0	31.1925530654	15.1994982416	0	9.8930970332	0	0	0	38.2862655432	0	0	14.9589003023	0	0	0	0	11.0014562589	50.0224117141	0	8.5891277869	0	0	26.1381817670	32.8159065940	76.1761888020	7.1595938459	15.5800191767	0	0	16.2822097497	15.3465943491	6.9802700888	56.3683180970	22.8305565642	0	0	0	0	0	0	0	0	682.6576862619	30.8779018426	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I	39.8689947143	24.1493915911	0	0	0	189.7910973624	634.0768899474	36.0503745493	30.6577745508	0	263.4269879090	30.1995960015	82.4696740406	0	0	0	18.7931403246	70.4326585033	62.6077421842	0	7.7384683461	15.8883912140	0	0	11.1188088850	31.5263405791	32.8621623534	28.9882533478	0	0	98.9166019529	37.5931531878	41.7794799382	42.5754019674	49.2553602062	30.8323888457	130.6920200839	38.7944191475	37.8592605240	0	19.0671965312	0	0	52.9761750819	45.2799869628	20.3232882515	0	37.7019213361	13.5494328595	5.6988144862	0	0	0	113.7886535444	0	12.9438537233	0	306.8767030499	41.4870729319	48.2372981377	86.0249314271	13.7965797160	11.7284536668	28.4043029903	6.7799930902	0	0	0	70.3680093903	6.7578928569	0	11.1417016597	0	0	0	0	12.5695128310	0	1047.6041392829	19.8248562359	70.9538030905	0	0	17.6369835214
GLYCOCAT-PWY: glycogen degradation I	13.4375227651	0	0	0	0	0	122.5280582230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.2286587899	0	0	0	0	0	0	0	0	0	0	0	0	0	24.0411324392	0	0	0	0	0	0	0	50.1033410453	0	0	0	0	0	0	0	17.7649082640	0	0	0	0	0	0	0	0	0	63.8954075923	0	0	0	0	0	32.8146412689	0	0	0	0	0	0	0	0	23.4852057069	76.5804960647	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	145.5471294322	50.4549496165	0	495.8997536377	108.4225600772	254.4071064473	2426.5378403653	104.2882326073	82.2478447970	124.7631112456	2282.5715795432	263.3108915314	961.4127000364	134.3521733258	169.3137868979	17.0221238520	20.3273172936	330.0908173273	286.0731547477	13.4295479311	88.9915605203	44.9152912522	105.8085192539	14.0092882540	89.1120486015	141.1767452419	28.5161369112	75.3276232858	29.6350424057	48.8661132824	1310.4881118748	298.4946697809	129.7766369392	131.9060705602	1157.4902393445	203.9984916711	350.3901513573	133.0653886655	46.9855099062	120.1453030399	38.5747527963	80.8487500163	5.9577711498	169.0724178559	199.6351054437	109.8764237653	198.6504329285	143.6913555678	40.9299640221	37.1592787714	0	7.3611311797	18.1850427742	881.9270650557	10.0619542943	137.1764640395	0	877.6828279469	93.3930813766	626.5685764534	900.6210516021	11.2835626636	8.5210122338	128.5099251560	0	9.1403529147	132.2319075498	59.9101942643	281.9013480588	40.5846934657	0	23.8038385780	12.1685634996	17.6634382060	10.3915697945	0	41.7414784308	15.6192703626	6202.1052508863	145.3057922082	302.7557729164	18.2108889183	132.8637348299	56.8846275742
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.0651658714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.8118341049	0	0	0	0	0	0	0	0	0
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway	0	0	0	0	0	0	1276.0587416654	73.7062900201	46.6307327976	0	589.3503400285	29.5272263131	53.2965918033	0	41.7643151660	21.7630788623	0	165.2531834962	51.1103070425	21.5201504045	55.0559187249	0	29.4219164389	0	0	0	0	0	30.8543068384	0	53.6518782498	38.6977243303	148.3837101289	0	84.8436305569	0	24.9363700788	68.7195032054	29.6928931532	0	42.7483303887	0	0	0	50.8116253599	256.9520998248	63.8426876224	0	0	23.1068190789	0	0	0	182.7690721829	0	0	0	333.4076805088	33.1150254799	62.7589224519	75.8244247228	20.5484436898	33.2712664764	20.8096717360	0	0	46.8856776812	0	0	34.4449390210	0	0	0	0	0	0	0	0	757.9458176455	97.1403435564	83.2645958552	0	0	0
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.1729554855	0	0	0	0	0	0	0	58.7900439478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	226.3472434750	83.8936090704	67.8625245112	425.9669477904	41.5219889429	194.4641332548	6516.9741928915	353.3585396553	425.2870808257	282.7609723692	4931.3693012336	203.6242522684	855.2487291790	23.6286431762	114.9563923958	48.4529967352	0	555.5433281573	360.5662613787	66.5246724476	134.7787201912	175.8327238838	192.7069827513	28.9928323148	187.5854416713	0	62.5845701265	71.9013734314	120.6588074997	41.2786380116	379.9652261906	156.7031646263	406.5696602767	0	402.9061719397	184.5536782753	297.3344397311	174.5568240427	131.3663068555	180.5921191860	119.2880885023	137.0709234647	25.7593923246	201.7355154319	226.7197813641	697.7854747969	143.2891366117	73.5003725075	103.4206458743	75.7986456270	21.8979445486	0	0	1175.3393050671	30.3559405264	220.0200057804	0	2666.1289464579	51.5461445676	438.2288223656	1128.2525268430	69.9963142229	81.3723218159	334.9800592626	12.3469938792	55.8626161790	219.7717818346	77.2157325462	492.7331139578	83.1952703366	24.5553645655	68.4316130866	0	43.0045937123	66.6540421782	0	58.7113454234	0	8652.7591190553	593.3689847985	355.9044012279	48.7103455592	58.2648736793	85.8318411296
GLYOXYLATE-BYPASS: glyoxylate cycle	0	0	0	10.4165360038	0	0	66.1206226932	0	7.4192093982	0	18.2348272469	14.4520285948	0	0	0	0	0	0	0	18.1344856711	0	0	0	0	6.8359950332	0	0	0	12.2162404255	0	0	0	31.1461665533	0	16.8713177882	0	0	0	0	0	0	0	0	0	0	68.8662206004	0	12.3528213532	0	0	0	0	0	97.2987107103	0	0	0	21.0119596275	39.1183443220	0	0	0	0	0	0	0	8.9787932890	0	0	0	0	0	0	33.4586985110	0	0	0	0	33.5751787807	0	0	0	0	0
